activity_id,slot_id,slot_semantic,local_x,local_y,source_slot_id,marker_payload_id,execution_policy,slot_digest
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_DEVICE,Device,14,1,SLOT_CRATER_RICOCHET_MINE_DEVICE,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_DEVICE,MarkerOnlyNoExecution,d7a86278d39a560a269367d97083345a01048e1b4b9d08ca43df031c558b1204
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_EXIT_PRESERVATION,ExitPreservation,43,1,SLOT_CRATER_RICOCHET_MINE_RESET,STATIC_PROOF:EXIT_PRESERVATION:ACT_CRATER_RICOCHET_MINE,MarkerOnlyNoExecution,a4b77e5887c165f218c7a2d6aeb2d055390460d427757863dc39ba570ecf33ca
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_HAZARD,Hazard,15,1,SLOT_CRATER_RICOCHET_MINE_HAZARD,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_HAZARD,MarkerOnlyNoExecution,1ce23543179974dc4a8f8a5d1a05b7cceab4f95b670537d65d5c88bc307a6f4c
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_PROJECTILE,Projectile,16,1,SLOT_CRATER_RICOCHET_MINE_PROJECTILE,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_PROJECTILE,MarkerOnlyNoExecution,ccc70103e36854e3445a43918303a41d50eb75102a19a91ab81647e9d279c518
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_RECOVERY,Recovery,42,1,SLOT_CRATER_RICOCHET_MINE_RECOVERY,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_RECOVERY,MarkerOnlyNoExecution,df1fefbb3a62a88a66e085a4305a5a526395c653688038eb2779bdcb673c7cf6
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_RESET,Reset,43,1,SLOT_CRATER_RICOCHET_MINE_RESET,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_RESET,MarkerOnlyNoExecution,b8a738c1cc41ce29c74a0ab213a1a711255ac97bcf967bdcd28414ac8a005f35
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_REWARD,Reward,17,2,SLOT_CRATER_RICOCHET_MINE_REWARD,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_REWARD,MarkerOnlyNoExecution,6d01d53c4facee36fea56e788d26cd3a8a40db6c45902f3dbffeb22e2bb53b65
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_SAFE_POCKET,SafePocket,4,1,MAP12_SAFETY_CELL:SAFE_POCKET,STATIC_MARKER:SAFE_POCKET:ACT_CRATER_RICOCHET_MINE,MarkerOnlyNoExecution,4f5a565e7e1c3ea1644ccbf92b7d6caac879cef0fc44a0ffeab229828cfbe4ec
ACT_CRATER_RICOCHET_MINE,SLOT_CRATER_RICOCHET_MINE_TRIGGER,Trigger,13,1,SLOT_CRATER_RICOCHET_MINE_TRIGGER,STATIC_MARKER:SLOT_CRATER_RICOCHET_MINE_TRIGGER,MarkerOnlyNoExecution,033188536a93d53eeedf95e9919c721556f8b98acf0a72f04af0e1abf710f267
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_CUE,Cue,4,1,SLOT_DOUGH_TIME_TRIAL_CUE,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_CUE,MarkerOnlyNoExecution,d65cba789fc8e92b4d68524d1856211d05734435a5d09f0ba2343616570583d5
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_DEVICE,Device,14,1,SLOT_DOUGH_TIME_TRIAL_DEVICE,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_DEVICE,MarkerOnlyNoExecution,d536ea170503516cfaef84a11666e8b27947653cf1af345e3d48ddfdab91b76d
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_EXIT_PRESERVATION,ExitPreservation,31,1,SLOT_DOUGH_TIME_TRIAL_RESET,STATIC_PROOF:EXIT_PRESERVATION:ACT_DOUGH_TIME_TRIAL,MarkerOnlyNoExecution,12f60e24ebeeb1354d8f120f7ba7f76b9948ff29b425b1511d2399163d9ae6dd
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_HAZARD,Hazard,15,1,SLOT_DOUGH_TIME_TRIAL_HAZARD,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_HAZARD,MarkerOnlyNoExecution,77c6838098474adfb7b17f701224f261107dd3938ece9c51191af0da5cccd648
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_RECOVERY,Recovery,30,1,SLOT_DOUGH_TIME_TRIAL_RECOVERY,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_RECOVERY,MarkerOnlyNoExecution,8ef7c56017f3b9b0000e697e7b18b97691025930dc39b945996d999a3b8224f4
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_RESET,Reset,31,1,SLOT_DOUGH_TIME_TRIAL_RESET,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_RESET,MarkerOnlyNoExecution,ad6992facef7b8da924ccdbd0acfd5a206148e4f3aaaafd4c660d37424e43a0d
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_REWARD,Reward,17,2,SLOT_DOUGH_TIME_TRIAL_REWARD,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_REWARD,MarkerOnlyNoExecution,1e692691b0ecbd5a75874717c910cc1aa67d3ec02ee4b269d4a21637e7aaa3dd
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_SAFE_POCKET,SafePocket,4,1,MAP12_SAFETY_CELL:SAFE_POCKET,STATIC_MARKER:SAFE_POCKET:ACT_DOUGH_TIME_TRIAL,MarkerOnlyNoExecution,71a64db353b362127ca8f366d72c09082a20e589934f36892c9411b03748b878
ACT_DOUGH_TIME_TRIAL,SLOT_DOUGH_TIME_TRIAL_TRIGGER,Trigger,13,1,SLOT_DOUGH_TIME_TRIAL_TRIGGER,STATIC_MARKER:SLOT_DOUGH_TIME_TRIAL_TRIGGER,MarkerOnlyNoExecution,0548fc4abccf9e807e5dc826690ddab92b5644d10de198600537c40b07346ecd
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_CUE,Cue,4,1,SLOT_MARU_REWIND_ANOMALY_CUE,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_CUE,MarkerOnlyNoExecution,860d31762942133e6f30d48e0fa0422f5d35e53bf4cc3bf4d0e6ed53a14fe8dd
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_DEVICE,Device,14,9,SLOT_MARU_REWIND_ANOMALY_DEVICE,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_DEVICE,MarkerOnlyNoExecution,54a5ad44deebd84aa3c6bbb05976040f9b6cb83c0e224f3345af8bcfddf4bae4
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_EXIT_PRESERVATION,ExitPreservation,31,17,SLOT_MARU_REWIND_ANOMALY_RESET,STATIC_PROOF:EXIT_PRESERVATION:ACT_MARU_REWIND_ANOMALY,MarkerOnlyNoExecution,61a8633704dfadfe24093e4ba5c0c507de9ab5c67b0327c2085eeacd887ed143
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_HAZARD,Hazard,15,9,SLOT_MARU_REWIND_ANOMALY_HAZARD,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_HAZARD,MarkerOnlyNoExecution,9b53bf226a86690be36416846b40a95c367df51e78881fab4d5f6241c2a93f38
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_RECOVERY,Recovery,30,17,SLOT_MARU_REWIND_ANOMALY_RECOVERY,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_RECOVERY,MarkerOnlyNoExecution,33035b7af132b5adf7e45e111b5d716a68d7a8422032af988fc7b0fb8ea06f52
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_RESET,Reset,31,17,SLOT_MARU_REWIND_ANOMALY_RESET,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_RESET,MarkerOnlyNoExecution,a61f60bee91c63f3c380449e7219be0c399c254325698d262575ed6067d364a3
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_REWARD,Reward,17,10,SLOT_MARU_REWIND_ANOMALY_REWARD,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_REWARD,MarkerOnlyNoExecution,e75be105dd62a3561728875eb7361c01a52bd576d035e170a67f2b917d2653e2
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_SAFE_POCKET,SafePocket,4,1,MAP12_SAFETY_CELL:SAFE_POCKET,STATIC_MARKER:SAFE_POCKET:ACT_MARU_REWIND_ANOMALY,MarkerOnlyNoExecution,53a83bafba0173031679eb6189eb135ea0bd08877a9e344bc7d67913a617f92f
ACT_MARU_REWIND_ANOMALY,SLOT_MARU_REWIND_ANOMALY_TRIGGER,Trigger,13,9,SLOT_MARU_REWIND_ANOMALY_TRIGGER,STATIC_MARKER:SLOT_MARU_REWIND_ANOMALY_TRIGGER,MarkerOnlyNoExecution,b025345c24b27bbf309250a94b2e132ef70de62ed470f7941546769de91f9f10
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_CUE,Cue,4,1,SLOT_MILL_ESCORT_CART_CUE,STATIC_MARKER:SLOT_MILL_ESCORT_CART_CUE,MarkerOnlyNoExecution,136107eb7925a85402e613dd37ad3096fa7f3858d372a4bd6979b0dd43bd191b
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_DEVICE,Device,14,1,SLOT_MILL_ESCORT_CART_DEVICE,STATIC_MARKER:SLOT_MILL_ESCORT_CART_DEVICE,MarkerOnlyNoExecution,d831df35ea686165a661a89c03b245ba381a8fbcbfa294925bad80a550df5e9a
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_EXIT_PRESERVATION,ExitPreservation,31,1,SLOT_MILL_ESCORT_CART_RESET,STATIC_PROOF:EXIT_PRESERVATION:ACT_MILL_ESCORT_CART,MarkerOnlyNoExecution,028cd5fbd8709cc20b8a5bf2a5635ec7c4bb51f14f0988ebab75698e56119edd
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_HAZARD,Hazard,15,1,SLOT_MILL_ESCORT_CART_HAZARD,STATIC_MARKER:SLOT_MILL_ESCORT_CART_HAZARD,MarkerOnlyNoExecution,df42ad3a722c7ab038fd74259a9626e4b28dcdc2a7f535229d046835300bdbaa
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_NPC,Npc,16,1,SLOT_MILL_ESCORT_CART_NPC,STATIC_MARKER:SLOT_MILL_ESCORT_CART_NPC,MarkerOnlyNoExecution,6809e59248c33dec6b339e928b6a9fb2e62738a965c0bb3b4560342df94a60ea
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_RECOVERY,Recovery,30,1,SLOT_MILL_ESCORT_CART_RECOVERY,STATIC_MARKER:SLOT_MILL_ESCORT_CART_RECOVERY,MarkerOnlyNoExecution,c8463aac4480973ddf95ca635fbda395bb31645ec78543f94e0fc229262db726
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_RESET,Reset,31,1,SLOT_MILL_ESCORT_CART_RESET,STATIC_MARKER:SLOT_MILL_ESCORT_CART_RESET,MarkerOnlyNoExecution,905a82ce7af20389afbe394a0bfc309166f4aad4b5de883a7320a06bd0c3e97d
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_REWARD,Reward,17,2,SLOT_MILL_ESCORT_CART_REWARD,STATIC_MARKER:SLOT_MILL_ESCORT_CART_REWARD,MarkerOnlyNoExecution,0f1747fb85994996c44394c8a19a5056f0db2e2144e99c92ee19a1ced8815fd9
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_SAFE_POCKET,SafePocket,4,1,MAP12_SAFETY_CELL:SAFE_POCKET,STATIC_MARKER:SAFE_POCKET:ACT_MILL_ESCORT_CART,MarkerOnlyNoExecution,d5920ddc32f31a28c34f77f3625d3d43782769a91559b85d4dff5d96d460837a
ACT_MILL_ESCORT_CART,SLOT_MILL_ESCORT_CART_TRIGGER,Trigger,13,1,SLOT_MILL_ESCORT_CART_TRIGGER,STATIC_MARKER:SLOT_MILL_ESCORT_CART_TRIGGER,MarkerOnlyNoExecution,e33adf38b410e452e9dbe38a1766a6a6c13ac0529388a00bd178f32be7f68def
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_CUE,Cue,4,1,SLOT_MILL_GEAR_GRID_CUE,STATIC_MARKER:SLOT_MILL_GEAR_GRID_CUE,MarkerOnlyNoExecution,3ca73979f239a9232ce53bc1f940f89fcd1073f07c9b1b7260666c692b29c361
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_DEVICE,Device,14,1,SLOT_MILL_GEAR_GRID_DEVICE,STATIC_MARKER:SLOT_MILL_GEAR_GRID_DEVICE,MarkerOnlyNoExecution,a0a684888abb68255dc7ab9a55a411663088312783cb4f7e1569eec53e88ccbd
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_EXIT_PRESERVATION,ExitPreservation,43,1,SLOT_MILL_GEAR_GRID_RESET,STATIC_PROOF:EXIT_PRESERVATION:ACT_MILL_GEAR_GRID,MarkerOnlyNoExecution,716e6233b8551d6ecbb13c7e6691d2f3264cf94c03f4263bc5037138120391b5
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_HAZARD,Hazard,15,1,SLOT_MILL_GEAR_GRID_HAZARD,STATIC_MARKER:SLOT_MILL_GEAR_GRID_HAZARD,MarkerOnlyNoExecution,874ac3da04f9df2a7461fc1d0637f4cb644b7f5f0e7ad66d34d88f863191fcb4
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_RECOVERY,Recovery,42,1,SLOT_MILL_GEAR_GRID_RECOVERY,STATIC_MARKER:SLOT_MILL_GEAR_GRID_RECOVERY,MarkerOnlyNoExecution,e1a4f152dd6438526d29aedfa098fbeddae20472ed2e84dbe6c18af2cb464a7d
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_RESET,Reset,43,1,SLOT_MILL_GEAR_GRID_RESET,STATIC_MARKER:SLOT_MILL_GEAR_GRID_RESET,MarkerOnlyNoExecution,b338c6aa1fbd7412e7a2b30a98a642829ff54d63a7c0bb935772963848417b82
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_REWARD,Reward,17,2,SLOT_MILL_GEAR_GRID_REWARD,STATIC_MARKER:SLOT_MILL_GEAR_GRID_REWARD,MarkerOnlyNoExecution,aaa0914f8d9743a07b9ed898226b5e007e83dc8ad678e24ada1b81b27e9cbba8
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_SAFE_POCKET,SafePocket,4,1,MAP12_SAFETY_CELL:SAFE_POCKET,STATIC_MARKER:SAFE_POCKET:ACT_MILL_GEAR_GRID,MarkerOnlyNoExecution,4f5b277e73ec2f943291cadae3a58fa84d0c40fe277e512a807deb117ff6d1c2
ACT_MILL_GEAR_GRID,SLOT_MILL_GEAR_GRID_TRIGGER,Trigger,13,1,SLOT_MILL_GEAR_GRID_TRIGGER,STATIC_MARKER:SLOT_MILL_GEAR_GRID_TRIGGER,MarkerOnlyNoExecution,31f1c2edc34b02c36423288387d8ca405dec34d7460e8498dd759262a6b64aef
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_CUE,Cue,4,17,SLOT_MILL_PESTLE_WORKSHOP_CUE,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_CUE,MarkerOnlyNoExecution,a15415f9ca6c7d1a02fdbcc4ae3abe8b88dc65ffa633e58a6be3eb5b867198e1
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_DEVICE,Device,14,9,SLOT_MILL_PESTLE_WORKSHOP_DEVICE,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_DEVICE,MarkerOnlyNoExecution,1361ede16df049e343a3176a28d462c0cc5618ce5abe12043519993e87101ebc
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_EXIT_PRESERVATION,ExitPreservation,31,1,SLOT_MILL_PESTLE_WORKSHOP_RESET,STATIC_PROOF:EXIT_PRESERVATION:ACT_MILL_PESTLE_WORKSHOP,MarkerOnlyNoExecution,169aa4eeb2b1e60c3d0fe6778dde1f7a8942d13b516527837871eaf96f77be3a
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_HAZARD,Hazard,15,9,SLOT_MILL_PESTLE_WORKSHOP_HAZARD,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_HAZARD,MarkerOnlyNoExecution,a7222a3d38642768284274b1d1721aa7c3780e2a83fe03071d2602c039bbbd18
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_PROJECTILE,Projectile,16,9,SLOT_MILL_PESTLE_WORKSHOP_PROJECTILE,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_PROJECTILE,MarkerOnlyNoExecution,6d680f3d0da25eb720fbbcc45dd601f79699af97c726f97f9a4643e914f37b6e
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_RECOVERY,Recovery,30,1,SLOT_MILL_PESTLE_WORKSHOP_RECOVERY,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_RECOVERY,MarkerOnlyNoExecution,4a149851a9e7f348e5c075145530f54b25f2c8edd5c2bf60eb58a78481b2c5f2
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_RESET,Reset,31,1,SLOT_MILL_PESTLE_WORKSHOP_RESET,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_RESET,MarkerOnlyNoExecution,2e2adb163be0a8c63cc37d63d479492bf379280d0c1207b78ec9417e72f33c90
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_REWARD,Reward,17,10,SLOT_MILL_PESTLE_WORKSHOP_REWARD,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_REWARD,MarkerOnlyNoExecution,ca7d5867375dd5ac8c40e1570edbdae3b82f5e658b06c2bf29b336d0526a0476
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_SAFE_POCKET,SafePocket,4,17,MAP12_SAFETY_CELL:SAFE_POCKET,STATIC_MARKER:SAFE_POCKET:ACT_MILL_PESTLE_WORKSHOP,MarkerOnlyNoExecution,938a6ab2c723b8f80bd343375cd365b7d1dc2de45c565f4a3c3920806d51391d
ACT_MILL_PESTLE_WORKSHOP,SLOT_MILL_PESTLE_WORKSHOP_TRIGGER,Trigger,13,9,SLOT_MILL_PESTLE_WORKSHOP_TRIGGER,STATIC_MARKER:SLOT_MILL_PESTLE_WORKSHOP_TRIGGER,MarkerOnlyNoExecution,8893ee95e07f8cf2002a5aeab3788f72e12888e078ec45183625eed3b1e0deb6
