case,seed,request_id,formation_id,family_key,x,y,width,height,sector,sector_offset,rank,neighbor_ids,neighbor_count,weight,roll,decision,fallback,policy_digest,diversity_digest,plan_digest
default/OFF,1304,SV5_REQUEST_10,SV5_PLACE_10_F83FE72914C9299C,ORDINARY_ROOM,352,16,12,12,2,0,2385130296888270667,,0,100,71,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,d9f0f53bddeffd062ab3f74978a0d3de18005576172c8186e7fa5ea56f7a115d,6ee60821aba144aaf21e2d5539dfe30745ce044379c349d414b8d279389abe3d
default/OFF,1304,SV5_REQUEST_11,SV5_PLACE_11_E64745F7462770DD,ORDINARY_ROOM,560,4,20,8,3,0,1072252939965652812,,0,100,89,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,d9f0f53bddeffd062ab3f74978a0d3de18005576172c8186e7fa5ea56f7a115d,6ee60821aba144aaf21e2d5539dfe30745ce044379c349d414b8d279389abe3d
default/OFF,1304,SV5_REQUEST_12,SV5_PLACE_12_391D0CF7A4422180,ORDINARY_ROOM,132,192,12,8,4,0,5850608429146558841,,0,100,4,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,d9f0f53bddeffd062ab3f74978a0d3de18005576172c8186e7fa5ea56f7a115d,6ee60821aba144aaf21e2d5539dfe30745ce044379c349d414b8d279389abe3d
default/OFF,1304,SV5_REQUEST_13,SV5_PLACE_13_97A1D09E3197EA92,ORDINARY_ROOM,224,108,16,12,5,0,5138548206224726526,,0,100,77,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,d9f0f53bddeffd062ab3f74978a0d3de18005576172c8186e7fa5ea56f7a115d,6ee60821aba144aaf21e2d5539dfe30745ce044379c349d414b8d279389abe3d
default/ON,1304,SV5_REQUEST_00,SV5_PLACE_00_CD742119708C091F,CAVE_BAND,64,272,60,24,8,0,8412228629648612121,,0,100,1,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_01,SV5_PLACE_01_90434AD281C2436C,LIBRARY_STACK,172,228,36,32,9,0,7685083107190752486,,0,100,35,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_02,SV5_PLACE_02_248027C6A8E3699F,CANYON_SHAFT,440,264,24,32,10,0,6804234655232296739,,0,100,38,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_03,SV5_PLACE_03_0F8471A53F911F6D,HIGH_HALL,584,212,36,16,11,0,7022378861779095100,,0,100,72,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_04,SV5_PLACE_04_CB2B17D440D58981,FARM_TERRACE,44,384,36,24,12,0,10927898040193554089,,0,100,71,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_05,SV5_PLACE_05_D9CF52573FB5C952,RANCH_YARD,248,388,24,24,13,0,10354033234771057542,,0,100,48,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_06,SV5_PLACE_06_26E6723B2540BBB9,LAKE_CHAMBER,388,384,36,24,14,0,9840835082934620731,,0,100,77,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_07,SV5_PLACE_07_5EB723EDC1DC3862,JUMP_RESERVE,532,348,24,32,15,0,8588835485830679124,,0,100,51,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_08,SV5_PLACE_08_3479F08218885852,ORDINARY_ROOM,136,80,12,8,0,0,3350244220463286393,,0,100,87,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_09,SV5_PLACE_09_0BAFE3A7FA93D31C,ORDINARY_ROOM,180,68,16,8,1,0,2990106883336570470,SV5_PLACE_08_3479F08218885852,1,100,70,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_10,SV5_PLACE_10_F83FE72914C9299C,ORDINARY_ROOM,352,16,12,12,2,0,2385130296888270667,,0,100,71,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_11,SV5_PLACE_11_E64745F7462770DD,ORDINARY_ROOM,560,4,20,8,3,0,1072252939965652812,,0,100,89,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_12,SV5_PLACE_12_391D0CF7A4422180,ORDINARY_ROOM,132,192,12,8,4,0,5850608429146558841,,0,100,4,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
default/ON,1304,SV5_REQUEST_13,SV5_PLACE_13_97A1D09E3197EA92,ORDINARY_ROOM,224,108,16,12,5,0,5138548206224726526,,0,100,77,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,00536f723cbee0dbf8c755ac53ed596f2369b83ea442429af61d0e377e571333,10080e53c3d4c47f6e93f49118c7c648f07c1f3162742ce866b6ecd8a0be3e46
repeat/OFF,1304,SV5_REQUEST_00,SV5_PLACE_00_CD742119708C091F,CAVE_BAND,64,272,60,24,8,0,8412228629648612121,,0,100,1,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_01,SV5_PLACE_01_90434AD281C2436C,LIBRARY_STACK,172,228,36,32,9,0,7685083107190752486,,0,100,35,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_02,SV5_PLACE_02_248027C6A8E3699F,CANYON_SHAFT,440,264,24,32,10,0,6804234655232296739,,0,100,38,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_03,SV5_PLACE_03_0F8471A53F911F6D,HIGH_HALL,584,212,36,16,11,0,7022378861779095100,,0,100,72,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_04,SV5_PLACE_04_CB2B17D440D58981,FARM_TERRACE,44,384,36,24,12,0,10927898040193554089,,0,100,71,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_05,SV5_PLACE_05_D9CF52573FB5C952,RANCH_YARD,248,388,24,24,13,0,10354033234771057542,,0,100,48,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_06,SV5_PLACE_06_26E6723B2540BBB9,LAKE_CHAMBER,388,384,36,24,14,0,9840835082934620731,,0,100,77,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_07,SV5_PLACE_07_5EB723EDC1DC3862,JUMP_RESERVE,532,348,24,32,15,0,8588835485830679124,,0,100,51,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_08,SV5_PLACE_08_3479F08218885852,ORDINARY_ROOM,136,80,12,8,0,0,3350244220463286393,,0,100,87,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_09,SV5_PLACE_09_0BAFE3A7FA93D31C,ORDINARY_ROOM,180,68,16,8,1,0,2990106883336570470,SV5_PLACE_08_3479F08218885852,1,100,70,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_10,SV5_PLACE_10_F83FE72914C9299C,ORDINARY_ROOM,352,16,12,12,2,0,2385130296888270667,,0,100,71,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_11,SV5_PLACE_11_E64745F7462770DD,ORDINARY_ROOM,560,4,20,8,3,0,1072252939965652812,,0,100,89,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_12,SV5_PLACE_12_391D0CF7A4422180,ORDINARY_ROOM,132,192,12,8,4,0,5850608429146558841,,0,100,4,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_13,SV5_PLACE_13_97A1D09E3197EA92,ORDINARY_ROOM,224,108,16,12,5,0,5138548206224726526,,0,100,77,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_16,SV5_PLACE_16_1B9B7A51A39C0013,CAVE_BAND,48,240,60,24,8,0,16887809612999488217,SV5_PLACE_00_CD742119708C091F,1,100,53,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/OFF,1304,SV5_REQUEST_32,SV5_PLACE_32_53B9CBB898681B40,CAVE_BAND,64,212,60,24,8,0,9939269963356729477,SV5_PLACE_00_CD742119708C091F|SV5_PLACE_16_1B9B7A51A39C0013,2,100,50,POLICY_OFF_FIRST_LEGAL,false,359432d9e27ab7683923e363268896c1b77cbc8628ef187c3ea5485e7a9de23d,b4d0a161173ebce633d0e852233224d5f4c52a7707f3d554d2af360f66da32f1,5d775db39431fc1bcc482f3e867e97aa6eba6232965544715e4422cb7c746c93
repeat/ON,1304,SV5_REQUEST_00,SV5_PLACE_00_CD742119708C091F,CAVE_BAND,64,272,60,24,8,0,8412228629648612121,,0,100,1,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_01,SV5_PLACE_01_90434AD281C2436C,LIBRARY_STACK,172,228,36,32,9,0,7685083107190752486,,0,100,35,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_02,SV5_PLACE_02_248027C6A8E3699F,CANYON_SHAFT,440,264,24,32,10,0,6804234655232296739,,0,100,38,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_03,SV5_PLACE_03_0F8471A53F911F6D,HIGH_HALL,584,212,36,16,11,0,7022378861779095100,,0,100,72,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_04,SV5_PLACE_04_CB2B17D440D58981,FARM_TERRACE,44,384,36,24,12,0,10927898040193554089,,0,100,71,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_05,SV5_PLACE_05_D9CF52573FB5C952,RANCH_YARD,248,388,24,24,13,0,10354033234771057542,,0,100,48,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_06,SV5_PLACE_06_26E6723B2540BBB9,LAKE_CHAMBER,388,384,36,24,14,0,9840835082934620731,,0,100,77,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_07,SV5_PLACE_07_5EB723EDC1DC3862,JUMP_RESERVE,532,348,24,32,15,0,8588835485830679124,,0,100,51,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_08,SV5_PLACE_08_3479F08218885852,ORDINARY_ROOM,136,80,12,8,0,0,3350244220463286393,,0,100,87,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_09,SV5_PLACE_09_0BAFE3A7FA93D31C,ORDINARY_ROOM,180,68,16,8,1,0,2990106883336570470,SV5_PLACE_08_3479F08218885852,1,100,70,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_10,SV5_PLACE_10_F83FE72914C9299C,ORDINARY_ROOM,352,16,12,12,2,0,2385130296888270667,,0,100,71,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_11,SV5_PLACE_11_E64745F7462770DD,ORDINARY_ROOM,560,4,20,8,3,0,1072252939965652812,,0,100,89,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_12,SV5_PLACE_12_391D0CF7A4422180,ORDINARY_ROOM,132,192,12,8,4,0,5850608429146558841,,0,100,4,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_13,SV5_PLACE_13_97A1D09E3197EA92,ORDINARY_ROOM,224,108,16,12,5,0,5138548206224726526,,0,100,77,WEIGHT_100_FIRST_LEGAL,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
repeat/ON,1304,SV5_REQUEST_16,SV5_PLACE_16_1B9B7A51A39C0013,CAVE_BAND,48,240,60,24,8,0,16887809612999488217,SV5_PLACE_00_CD742119708C091F,1,70,53,SOFT_ACCEPTED,false,a8cf26e6690524607228f8d2e27e0f4094ee611cbaca189803209d459fe592c4,5f2a95e61c74e5b8d967786ea77a7d0537d98361d63e3cc733d6c144fc8a8347,94c9f3a353e39984633a755af7842e87989e86dc97c3545ce87a4ac4da4397b7
