tile_x,tile_y,open,pattern_x,pattern_y,room_id,route_ownership
90,0,TRUE,22,0,B01_LOWER_BRANCH,FILLER_DETAIL
91,0,TRUE,22,0,B01_LOWER_BRANCH,FILLER_DETAIL
92,0,TRUE,23,0,B01_LOWER_BRANCH,FILLER_DETAIL
93,0,TRUE,23,0,B01_LOWER_BRANCH,FILLER_DETAIL
94,0,TRUE,23,0,B01_LOWER_BRANCH,FILLER_DETAIL
95,0,TRUE,23,0,B01_LOWER_BRANCH,FILLER_DETAIL
96,0,FALSE,24,0,B01_LOWER_BRANCH,FILLER_DETAIL
97,0,FALSE,24,0,B01_LOWER_BRANCH,FILLER_DETAIL
98,0,FALSE,24,0,B01_LOWER_BRANCH,FILLER_DETAIL
99,0,FALSE,24,0,B01_LOWER_BRANCH,FILLER_DETAIL
100,0,FALSE,25,0,B01_LOWER_BRANCH,FILLER_DETAIL
101,0,TRUE,25,0,B01_LOWER_BRANCH,FILLER_DETAIL
102,0,TRUE,25,0,B01_LOWER_BRANCH,FILLER_DETAIL
103,0,TRUE,25,0,B01_LOWER_BRANCH,FILLER_DETAIL
104,0,FALSE,26,0,B01_LOWER_BRANCH,FILLER_DETAIL
105,0,TRUE,26,0,B01_LOWER_BRANCH,FILLER_DETAIL
106,0,FALSE,26,0,B01_LOWER_BRANCH,FILLER_DETAIL
107,0,TRUE,26,0,B01_LOWER_BRANCH,FILLER_DETAIL
108,0,TRUE,27,0,B01_LOWER_BRANCH,FILLER_DETAIL
109,0,TRUE,27,0,B01_LOWER_BRANCH,FILLER_DETAIL
110,0,TRUE,27,0,B01_LOWER_BRANCH,FILLER_DETAIL
111,0,TRUE,27,0,B01_LOWER_BRANCH,FILLER_DETAIL
112,0,FALSE,28,0,B01_LOWER_BRANCH,FILLER_DETAIL
113,0,TRUE,28,0,B01_LOWER_BRANCH,FILLER_DETAIL
114,0,TRUE,28,0,B01_LOWER_BRANCH,FILLER_DETAIL
115,0,TRUE,28,0,B01_LOWER_BRANCH,FILLER_DETAIL
116,0,TRUE,29,0,B01_LOWER_BRANCH,FILLER_DETAIL
117,0,TRUE,29,0,B01_LOWER_BRANCH,FILLER_DETAIL
118,0,TRUE,29,0,B01_LOWER_BRANCH,FILLER_DETAIL
119,0,TRUE,29,0,B01_LOWER_BRANCH,FILLER_DETAIL
120,0,TRUE,30,0,B01_LOWER_BRANCH,FILLER_DETAIL
121,0,TRUE,30,0,B01_LOWER_BRANCH,FILLER_DETAIL
122,0,TRUE,30,0,B01_LOWER_BRANCH,FILLER_DETAIL
123,0,TRUE,30,0,B01_LOWER_BRANCH,FILLER_DETAIL
124,0,FALSE,31,0,OUTSIDE_QUIET,FILLER_DETAIL
125,0,TRUE,31,0,OUTSIDE_QUIET,FILLER_DETAIL
126,0,FALSE,31,0,OUTSIDE_QUIET,FILLER_DETAIL
127,0,TRUE,31,0,OUTSIDE_QUIET,FILLER_DETAIL
128,0,FALSE,32,0,OUTSIDE_QUIET,FILLER_DETAIL
129,0,TRUE,32,0,OUTSIDE_QUIET,FILLER_DETAIL
130,0,TRUE,32,0,OUTSIDE_QUIET,FILLER_DETAIL
131,0,FALSE,32,0,OUTSIDE_QUIET,FILLER_DETAIL
132,0,TRUE,33,0,OUTSIDE_QUIET,FILLER_DETAIL
133,0,TRUE,33,0,OUTSIDE_QUIET,FILLER_DETAIL
134,0,TRUE,33,0,OUTSIDE_QUIET,FILLER_DETAIL
135,0,TRUE,33,0,OUTSIDE_QUIET,FILLER_DETAIL
136,0,TRUE,34,0,OUTSIDE_QUIET,FILLER_DETAIL
137,0,TRUE,34,0,OUTSIDE_QUIET,FILLER_DETAIL
138,0,FALSE,34,0,OUTSIDE_QUIET,FILLER_DETAIL
139,0,FALSE,34,0,OUTSIDE_QUIET,FILLER_DETAIL
140,0,TRUE,35,0,OUTSIDE_QUIET,FILLER_DETAIL
141,0,TRUE,35,0,OUTSIDE_QUIET,FILLER_DETAIL
142,0,TRUE,35,0,OUTSIDE_QUIET,FILLER_DETAIL
143,0,TRUE,35,0,OUTSIDE_QUIET,FILLER_DETAIL
144,0,TRUE,36,0,OUTSIDE_QUIET,FILLER_DETAIL
145,0,TRUE,36,0,OUTSIDE_QUIET,FILLER_DETAIL
146,0,TRUE,36,0,OUTSIDE_QUIET,FILLER_DETAIL
147,0,TRUE,36,0,OUTSIDE_QUIET,FILLER_DETAIL
148,0,TRUE,37,0,OUTSIDE_QUIET,FILLER_DETAIL
149,0,FALSE,37,0,OUTSIDE_QUIET,FILLER_DETAIL
150,0,FALSE,37,0,OUTSIDE_QUIET,FILLER_DETAIL
151,0,FALSE,37,0,OUTSIDE_QUIET,FILLER_DETAIL
152,0,FALSE,38,0,OUTSIDE_QUIET,FILLER_DETAIL
153,0,FALSE,38,0,OUTSIDE_QUIET,FILLER_DETAIL
154,0,FALSE,38,0,OUTSIDE_QUIET,FILLER_DETAIL
155,0,FALSE,38,0,OUTSIDE_QUIET,FILLER_DETAIL
156,0,FALSE,39,0,OUTSIDE_QUIET,FILLER_DETAIL
157,0,FALSE,39,0,OUTSIDE_QUIET,FILLER_DETAIL
158,0,TRUE,39,0,OUTSIDE_QUIET,FILLER_DETAIL
159,0,TRUE,39,0,OUTSIDE_QUIET,FILLER_DETAIL
160,0,TRUE,40,0,OUTSIDE_QUIET,FILLER_DETAIL
161,0,FALSE,40,0,OUTSIDE_QUIET,FILLER_DETAIL
162,0,TRUE,40,0,OUTSIDE_QUIET,FILLER_DETAIL
163,0,TRUE,40,0,OUTSIDE_QUIET,FILLER_DETAIL
164,0,TRUE,41,0,OUTSIDE_QUIET,FILLER_DETAIL
165,0,TRUE,41,0,OUTSIDE_QUIET,FILLER_DETAIL
166,0,TRUE,41,0,OUTSIDE_QUIET,FILLER_DETAIL
167,0,FALSE,41,0,OUTSIDE_QUIET,FILLER_DETAIL
168,0,TRUE,42,0,OUTSIDE_QUIET,FILLER_DETAIL
169,0,FALSE,42,0,OUTSIDE_QUIET,FILLER_DETAIL
170,0,TRUE,42,0,OUTSIDE_QUIET,FILLER_DETAIL
171,0,FALSE,42,0,OUTSIDE_QUIET,FILLER_DETAIL
172,0,TRUE,43,0,OUTSIDE_QUIET,FILLER_DETAIL
173,0,TRUE,43,0,OUTSIDE_QUIET,FILLER_DETAIL
174,0,TRUE,43,0,OUTSIDE_QUIET,FILLER_DETAIL
175,0,TRUE,43,0,OUTSIDE_QUIET,FILLER_DETAIL
176,0,FALSE,44,0,OUTSIDE_QUIET,FILLER_DETAIL
177,0,FALSE,44,0,OUTSIDE_QUIET,FILLER_DETAIL
178,0,TRUE,44,0,OUTSIDE_QUIET,FILLER_DETAIL
179,0,TRUE,44,0,OUTSIDE_QUIET,FILLER_DETAIL
180,0,FALSE,45,0,OUTSIDE_QUIET,FILLER_DETAIL
181,0,TRUE,45,0,OUTSIDE_QUIET,FILLER_DETAIL
182,0,TRUE,45,0,OUTSIDE_QUIET,FILLER_DETAIL
183,0,TRUE,45,0,OUTSIDE_QUIET,FILLER_DETAIL
184,0,TRUE,46,0,OUTSIDE_QUIET,FILLER_DETAIL
185,0,TRUE,46,0,OUTSIDE_QUIET,FILLER_DETAIL
186,0,TRUE,46,0,OUTSIDE_QUIET,FILLER_DETAIL
187,0,TRUE,46,0,OUTSIDE_QUIET,FILLER_DETAIL
188,0,TRUE,47,0,OUTSIDE_QUIET,FILLER_DETAIL
189,0,FALSE,47,0,OUTSIDE_QUIET,FILLER_DETAIL
190,0,FALSE,47,0,OUTSIDE_QUIET,FILLER_DETAIL
191,0,FALSE,47,0,OUTSIDE_QUIET,FILLER_DETAIL
192,0,TRUE,48,0,OUTSIDE_QUIET,FILLER_DETAIL
193,0,FALSE,48,0,OUTSIDE_QUIET,FILLER_DETAIL
194,0,TRUE,48,0,OUTSIDE_QUIET,FILLER_DETAIL
195,0,TRUE,48,0,OUTSIDE_QUIET,FILLER_DETAIL
196,0,FALSE,49,0,OUTSIDE_QUIET,FILLER_DETAIL
197,0,TRUE,49,0,OUTSIDE_QUIET,FILLER_DETAIL
198,0,FALSE,49,0,OUTSIDE_QUIET,FILLER_DETAIL
199,0,FALSE,49,0,OUTSIDE_QUIET,FILLER_DETAIL
200,0,FALSE,50,0,OUTSIDE_QUIET,FILLER_DETAIL
201,0,FALSE,50,0,OUTSIDE_QUIET,FILLER_DETAIL
202,0,TRUE,50,0,OUTSIDE_QUIET,FILLER_DETAIL
203,0,FALSE,50,0,OUTSIDE_QUIET,FILLER_DETAIL
204,0,TRUE,51,0,OUTSIDE_QUIET,FILLER_DETAIL
205,0,TRUE,51,0,OUTSIDE_QUIET,FILLER_DETAIL
206,0,TRUE,51,0,OUTSIDE_QUIET,FILLER_DETAIL
207,0,TRUE,51,0,OUTSIDE_QUIET,FILLER_DETAIL
208,0,TRUE,52,0,OUTSIDE_QUIET,FILLER_DETAIL
209,0,TRUE,52,0,OUTSIDE_QUIET,FILLER_DETAIL
210,0,TRUE,52,0,OUTSIDE_QUIET,FILLER_DETAIL
211,0,TRUE,52,0,OUTSIDE_QUIET,FILLER_DETAIL
212,0,FALSE,53,0,OUTSIDE_QUIET,FILLER_DETAIL
213,0,TRUE,53,0,OUTSIDE_QUIET,FILLER_DETAIL
214,0,TRUE,53,0,OUTSIDE_QUIET,FILLER_DETAIL
215,0,TRUE,53,0,OUTSIDE_QUIET,FILLER_DETAIL
216,0,FALSE,54,0,OUTSIDE_QUIET,FILLER_DETAIL
217,0,FALSE,54,0,OUTSIDE_QUIET,FILLER_DETAIL
218,0,TRUE,54,0,OUTSIDE_QUIET,FILLER_DETAIL
219,0,TRUE,54,0,OUTSIDE_QUIET,FILLER_DETAIL
220,0,TRUE,55,0,OUTSIDE_QUIET,FILLER_DETAIL
221,0,FALSE,55,0,OUTSIDE_QUIET,FILLER_DETAIL
222,0,TRUE,55,0,OUTSIDE_QUIET,FILLER_DETAIL
223,0,TRUE,55,0,OUTSIDE_QUIET,FILLER_DETAIL
224,0,TRUE,56,0,OUTSIDE_QUIET,FILLER_DETAIL
225,0,FALSE,56,0,OUTSIDE_QUIET,FILLER_DETAIL
226,0,TRUE,56,0,OUTSIDE_QUIET,FILLER_DETAIL
227,0,TRUE,56,0,OUTSIDE_QUIET,FILLER_DETAIL
228,0,TRUE,57,0,OUTSIDE_QUIET,FILLER_DETAIL
229,0,TRUE,57,0,OUTSIDE_QUIET,FILLER_DETAIL
230,0,TRUE,57,0,OUTSIDE_QUIET,FILLER_DETAIL
231,0,TRUE,57,0,OUTSIDE_QUIET,FILLER_DETAIL
232,0,TRUE,58,0,OUTSIDE_QUIET,FILLER_DETAIL
233,0,FALSE,58,0,OUTSIDE_QUIET,FILLER_DETAIL
234,0,FALSE,58,0,OUTSIDE_QUIET,FILLER_DETAIL
235,0,FALSE,58,0,OUTSIDE_QUIET,FILLER_DETAIL
236,0,TRUE,59,0,OUTSIDE_QUIET,FILLER_DETAIL
237,0,FALSE,59,0,OUTSIDE_QUIET,FILLER_DETAIL
238,0,FALSE,59,0,OUTSIDE_QUIET,FILLER_DETAIL
239,0,FALSE,59,0,OUTSIDE_QUIET,FILLER_DETAIL
240,0,TRUE,60,0,OUTSIDE_QUIET,FILLER_DETAIL
241,0,FALSE,60,0,OUTSIDE_QUIET,FILLER_DETAIL
242,0,FALSE,60,0,OUTSIDE_QUIET,FILLER_DETAIL
243,0,FALSE,60,0,OUTSIDE_QUIET,FILLER_DETAIL
244,0,TRUE,61,0,OUTSIDE_QUIET,FILLER_DETAIL
245,0,FALSE,61,0,OUTSIDE_QUIET,FILLER_DETAIL
246,0,FALSE,61,0,OUTSIDE_QUIET,FILLER_DETAIL
247,0,FALSE,61,0,OUTSIDE_QUIET,FILLER_DETAIL
248,0,TRUE,62,0,OUTSIDE_QUIET,FILLER_DETAIL
249,0,TRUE,62,0,OUTSIDE_QUIET,FILLER_DETAIL
250,0,TRUE,62,0,OUTSIDE_QUIET,FILLER_DETAIL
251,0,TRUE,62,0,OUTSIDE_QUIET,FILLER_DETAIL
252,0,TRUE,63,0,OUTSIDE_QUIET,FILLER_DETAIL
253,0,FALSE,63,0,OUTSIDE_QUIET,FILLER_DETAIL
254,0,FALSE,63,0,OUTSIDE_QUIET,FILLER_DETAIL
255,0,FALSE,63,0,OUTSIDE_QUIET,FILLER_DETAIL
256,0,FALSE,64,0,OUTSIDE_QUIET,FILLER_DETAIL
257,0,TRUE,64,0,OUTSIDE_QUIET,FILLER_DETAIL
258,0,FALSE,64,0,OUTSIDE_QUIET,FILLER_DETAIL
259,0,FALSE,64,0,OUTSIDE_QUIET,FILLER_DETAIL
260,0,FALSE,65,0,OUTSIDE_QUIET,FILLER_DETAIL
261,0,FALSE,65,0,OUTSIDE_QUIET,FILLER_DETAIL
262,0,TRUE,65,0,OUTSIDE_QUIET,FILLER_DETAIL
263,0,TRUE,65,0,OUTSIDE_QUIET,FILLER_DETAIL
264,0,TRUE,66,0,OUTSIDE_QUIET,FILLER_DETAIL
265,0,FALSE,66,0,OUTSIDE_QUIET,FILLER_DETAIL
266,0,TRUE,66,0,OUTSIDE_QUIET,FILLER_DETAIL
267,0,FALSE,66,0,OUTSIDE_QUIET,FILLER_DETAIL
268,0,FALSE,67,0,OUTSIDE_QUIET,FILLER_DETAIL
269,0,FALSE,67,0,OUTSIDE_QUIET,FILLER_DETAIL
270,0,FALSE,67,0,OUTSIDE_QUIET,FILLER_DETAIL
271,0,TRUE,67,0,OUTSIDE_QUIET,FILLER_DETAIL
272,0,FALSE,68,0,OUTSIDE_QUIET,FILLER_DETAIL
273,0,TRUE,68,0,OUTSIDE_QUIET,FILLER_DETAIL
274,0,FALSE,68,0,OUTSIDE_QUIET,FILLER_DETAIL
275,0,FALSE,68,0,OUTSIDE_QUIET,FILLER_DETAIL
276,0,FALSE,69,0,OUTSIDE_QUIET,FILLER_DETAIL
277,0,FALSE,69,0,OUTSIDE_QUIET,FILLER_DETAIL
278,0,FALSE,69,0,OUTSIDE_QUIET,FILLER_DETAIL
279,0,TRUE,69,0,OUTSIDE_QUIET,FILLER_DETAIL
280,0,FALSE,70,0,OUTSIDE_QUIET,FILLER_DETAIL
281,0,TRUE,70,0,OUTSIDE_QUIET,FILLER_DETAIL
282,0,FALSE,70,0,OUTSIDE_QUIET,FILLER_DETAIL
283,0,FALSE,70,0,OUTSIDE_QUIET,FILLER_DETAIL
284,0,FALSE,71,0,OUTSIDE_QUIET,FILLER_DETAIL
285,0,FALSE,71,0,OUTSIDE_QUIET,FILLER_DETAIL
286,0,FALSE,71,0,OUTSIDE_QUIET,FILLER_DETAIL
287,0,TRUE,71,0,OUTSIDE_QUIET,FILLER_DETAIL
288,0,FALSE,72,0,OUTSIDE_QUIET,FILLER_DETAIL
289,0,FALSE,72,0,OUTSIDE_QUIET,FILLER_DETAIL
290,0,FALSE,72,0,OUTSIDE_QUIET,FILLER_DETAIL
291,0,FALSE,72,0,OUTSIDE_QUIET,FILLER_DETAIL
292,0,FALSE,73,0,OUTSIDE_QUIET,FILLER_DETAIL
293,0,TRUE,73,0,OUTSIDE_QUIET,FILLER_DETAIL
294,0,TRUE,73,0,OUTSIDE_QUIET,FILLER_DETAIL
295,0,FALSE,73,0,OUTSIDE_QUIET,FILLER_DETAIL
296,0,TRUE,74,0,OUTSIDE_QUIET,FILLER_DETAIL
297,0,TRUE,74,0,OUTSIDE_QUIET,FILLER_DETAIL
298,0,TRUE,74,0,OUTSIDE_QUIET,FILLER_DETAIL
299,0,TRUE,74,0,OUTSIDE_QUIET,FILLER_DETAIL
300,0,FALSE,75,0,OUTSIDE_QUIET,FILLER_DETAIL
301,0,TRUE,75,0,OUTSIDE_QUIET,FILLER_DETAIL
302,0,TRUE,75,0,OUTSIDE_QUIET,FILLER_DETAIL
303,0,FALSE,75,0,OUTSIDE_QUIET,FILLER_DETAIL
304,0,FALSE,76,0,OUTSIDE_QUIET,FILLER_DETAIL
305,0,TRUE,76,0,OUTSIDE_QUIET,FILLER_DETAIL
306,0,TRUE,76,0,OUTSIDE_QUIET,FILLER_DETAIL
307,0,FALSE,76,0,OUTSIDE_QUIET,FILLER_DETAIL
308,0,TRUE,77,0,OUTSIDE_QUIET,FILLER_DETAIL
309,0,TRUE,77,0,OUTSIDE_QUIET,FILLER_DETAIL
310,0,TRUE,77,0,OUTSIDE_QUIET,FILLER_DETAIL
311,0,TRUE,77,0,OUTSIDE_QUIET,FILLER_DETAIL
312,0,FALSE,78,0,OUTSIDE_QUIET,FILLER_DETAIL
313,0,TRUE,78,0,OUTSIDE_QUIET,FILLER_DETAIL
314,0,TRUE,78,0,OUTSIDE_QUIET,FILLER_DETAIL
315,0,TRUE,78,0,OUTSIDE_QUIET,FILLER_DETAIL
316,0,FALSE,79,0,OUTSIDE_QUIET,FILLER_DETAIL
317,0,TRUE,79,0,OUTSIDE_QUIET,FILLER_DETAIL
318,0,FALSE,79,0,OUTSIDE_QUIET,FILLER_DETAIL
319,0,TRUE,79,0,OUTSIDE_QUIET,FILLER_DETAIL
0,1,FALSE,0,0,OUTSIDE_QUIET,FILLER_DETAIL
1,1,FALSE,0,0,OUTSIDE_QUIET,FILLER_DETAIL
2,1,FALSE,0,0,OUTSIDE_QUIET,FILLER_DETAIL
3,1,FALSE,0,0,OUTSIDE_QUIET,FILLER_DETAIL
4,1,FALSE,1,0,OUTSIDE_QUIET,FILLER_DETAIL
5,1,TRUE,1,0,OUTSIDE_QUIET,FILLER_DETAIL
6,1,FALSE,1,0,OUTSIDE_QUIET,FILLER_DETAIL
7,1,TRUE,1,0,OUTSIDE_QUIET,FILLER_DETAIL
8,1,FALSE,2,0,OUTSIDE_QUIET,FILLER_DETAIL
9,1,FALSE,2,0,OUTSIDE_QUIET,FILLER_DETAIL
10,1,FALSE,2,0,OUTSIDE_QUIET,FILLER_DETAIL
11,1,FALSE,2,0,OUTSIDE_QUIET,FILLER_DETAIL
12,1,FALSE,3,0,OUTSIDE_QUIET,FILLER_DETAIL
13,1,TRUE,3,0,OUTSIDE_QUIET,FILLER_DETAIL
14,1,TRUE,3,0,OUTSIDE_QUIET,FILLER_DETAIL
15,1,TRUE,3,0,OUTSIDE_QUIET,FILLER_DETAIL
16,1,TRUE,4,0,OUTSIDE_QUIET,FILLER_DETAIL
17,1,TRUE,4,0,OUTSIDE_QUIET,FILLER_DETAIL
18,1,TRUE,4,0,OUTSIDE_QUIET,FILLER_DETAIL
19,1,FALSE,4,0,OUTSIDE_QUIET,FILLER_DETAIL
20,1,TRUE,5,0,OUTSIDE_QUIET,FILLER_DETAIL
21,1,TRUE,5,0,OUTSIDE_QUIET,FILLER_DETAIL
22,1,TRUE,5,0,OUTSIDE_QUIET,FILLER_DETAIL
23,1,TRUE,5,0,OUTSIDE_QUIET,FILLER_DETAIL
24,1,TRUE,6,0,OUTSIDE_QUIET,FILLER_DETAIL
25,1,TRUE,6,0,OUTSIDE_QUIET,FILLER_DETAIL
26,1,TRUE,6,0,OUTSIDE_QUIET,FILLER_DETAIL
27,1,TRUE,6,0,OUTSIDE_QUIET,FILLER_DETAIL
28,1,TRUE,7,0,OUTSIDE_QUIET,FILLER_DETAIL
29,1,TRUE,7,0,OUTSIDE_QUIET,FILLER_DETAIL
30,1,TRUE,7,0,OUTSIDE_QUIET,FILLER_DETAIL
31,1,TRUE,7,0,OUTSIDE_QUIET,FILLER_DETAIL
32,1,TRUE,8,0,OUTSIDE_QUIET,FILLER_DETAIL
33,1,FALSE,8,0,OUTSIDE_QUIET,FILLER_DETAIL
34,1,FALSE,8,0,OUTSIDE_QUIET,FILLER_DETAIL
35,1,TRUE,8,0,OUTSIDE_QUIET,FILLER_DETAIL
36,1,TRUE,9,0,OUTSIDE_QUIET,FILLER_DETAIL
37,1,TRUE,9,0,OUTSIDE_QUIET,FILLER_DETAIL
38,1,FALSE,9,0,OUTSIDE_QUIET,FILLER_DETAIL
39,1,FALSE,9,0,OUTSIDE_QUIET,FILLER_DETAIL
40,1,TRUE,10,0,OUTSIDE_QUIET,FILLER_DETAIL
41,1,TRUE,10,0,OUTSIDE_QUIET,FILLER_DETAIL
42,1,TRUE,10,0,OUTSIDE_QUIET,FILLER_DETAIL
43,1,TRUE,10,0,OUTSIDE_QUIET,FILLER_DETAIL
44,1,TRUE,11,0,OUTSIDE_QUIET,FILLER_DETAIL
45,1,TRUE,11,0,OUTSIDE_QUIET,FILLER_DETAIL
46,1,FALSE,11,0,OUTSIDE_QUIET,FILLER_DETAIL
47,1,TRUE,11,0,OUTSIDE_QUIET,FILLER_DETAIL
48,1,FALSE,12,0,OUTSIDE_QUIET,FILLER_DETAIL
49,1,TRUE,12,0,OUTSIDE_QUIET,FILLER_DETAIL
50,1,TRUE,12,0,OUTSIDE_QUIET,FILLER_DETAIL
51,1,TRUE,12,0,OUTSIDE_QUIET,FILLER_DETAIL
52,1,TRUE,13,0,OUTSIDE_QUIET,FILLER_DETAIL
53,1,TRUE,13,0,OUTSIDE_QUIET,FILLER_DETAIL
54,1,TRUE,13,0,OUTSIDE_QUIET,FILLER_DETAIL
