route_id,ordinal,reservation_kind,world_x,world_y,required_base,from_port_id,to_port_id,condition,source_id
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","19","Clearance","512","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","20","Passage","511","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","20","Clearance","511","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","21","Passage","510","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","21","Clearance","510","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","22","Passage","509","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","22","Clearance","509","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","23","Passage","508","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","23","Clearance","508","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","24","Passage","507","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","24","Clearance","507","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25","Passage","506","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","25","Clearance","506","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","26","Passage","505","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","26","Clearance","505","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","27","Passage","504","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","27","Clearance","504","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","28","Passage","503","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","28","Clearance","503","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","29","Passage","502","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","a98881f4240397805efa4bd7a49fec0d564a271544864f5fdd66657aed45cdff"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","29","Clearance","502","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","a98881f4240397805efa4bd7a49fec0d564a271544864f5fdd66657aed45cdff"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","30","Passage","501","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","30","Clearance","501","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","30","Support","501","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","31","Passage","500","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","31","Clearance","500","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","31","Support","500","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","32","Passage","499","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","32","Clearance","499","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","32","Support","499","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","33","Passage","498","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","33","Clearance","498","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","33","Support","498","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","34","Passage","497","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","34","Clearance","497","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","34","Support","497","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","35","Passage","496","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","35","Clearance","496","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","35","Support","496","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","36","Passage","495","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","36","Clearance","495","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","36","Support","495","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","37","Passage","494","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","37","Clearance","494","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","37","Support","494","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","38","Passage","493","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","38","Clearance","493","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","38","Support","493","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","39","Passage","492","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","39","Clearance","492","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","39","Support","492","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","40","Passage","491","142","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","40","Clearance","491","143","A","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","40","Support","491","141","S","RMAP15_SITE_FORGE_PORT_EXIT","RMAP15_SITE_START_PORT_ENTRY","NORMAL_FORGE_RETURN","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_SUPPORT"
