site_id,local_x,local_y,world_x,world_y,patch_id,base,protection,owner,source_special_digest
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","10","1","282","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","11","1","283","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","12","1","284","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","13","1","285","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","14","1","286","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","15","1","287","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","16","1","288","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","17","1","289","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","18","1","290","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","19","1","291","161","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","0","2","272","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","1","2","273","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","2","2","274","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","3","2","275","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","4","2","276","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","5","2","277","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","6","2","278","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","7","2","279","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","8","2","280","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","9","2","281","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","10","2","282","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","11","2","283","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","12","2","284","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","13","2","285","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","14","2","286","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","15","2","287","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","16","2","288","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","17","2","289","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","18","2","290","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","19","2","291","162","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","0","3","272","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","1","3","273","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","2","3","274","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","3","3","275","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","4","3","276","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","5","3","277","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","6","3","278","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","7","3","279","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","8","3","280","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","9","3","281","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","10","3","282","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","11","3","283","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","12","3","284","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","13","3","285","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","14","3","286","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","15","3","287","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","16","3","288","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","17","3","289","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","18","3","290","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","19","3","291","163","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","0","4","272","164","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","S","FixedSolid","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","1","4","273","164","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
"RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","2","4","274","164","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","A","ProtectedAir","RMAP15_SITE_CONDENSEDCOEFFICIENTSAP","09d0feeecb89f1c6d25f9559301bf9f3e9ef09216233084327270f9550840f07"
